epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,83.9957,1.5423,0.70035,0.8982,0.97213,0.98413,0.9764,0.48545,1.69169,0.73113,0.90225,0.0010628,0.0010628,0.0010628
144,84.5945,1.48663,0.69774,0.88578,0.97582,0.98413,0.97732,0.48272,1.67882,0.73113,0.90106,0.0010562,0.0010562,0.0010562
145,85.1956,1.48143,0.70655,0.90649,0.96141,0.97619,0.97652,0.46987,1.69575,0.74482,0.9033,0.0010496,0.0010496,0.0010496
146,85.7874,1.48984,0.70105,0.8992,0.95993,0.96032,0.96845,0.46223,1.71167,0.7518,0.90311,0.001043,0.001043,0.001043
147,86.357,1.53772,0.72686,0.89745,0.91256,0.94444,0.93591,0.44652,1.76427,0.75868,0.9082,0.0010364,0.0010364,0.0010364
148,86.9135,1.51874,0.74277,0.9225,0.91256,0.94444,0.93591,0.44652,1.76427,0.75868,0.9082,0.0010298,0.0010298,0.0010298
149,87.4895,1.49723,0.72695,0.90724,0.92236,0.94287,0.93237,0.45362,1.77816,0.76608,0.91375,0.0010232,0.0010232,0.0010232
150,88.0667,1.54697,0.73609,0.90068,0.9364,0.93477,0.95157,0.46145,1.77469,0.75909,0.91556,0.0010166,0.0010166,0.0010166
151,88.6777,1.61259,0.76628,0.91172,0.94388,0.93442,0.94024,0.46992,1.72446,0.73368,0.90842,0.00101,0.00101,0.00101
152,89.2574,1.51617,0.72252,0.90189,0.94692,0.99101,0.97391,0.48827,1.67558,0.71204,0.90344,0.0010034,0.0010034,0.0010034
153,89.8032,1.53295,0.73907,0.90169,0.94692,0.99101,0.97391,0.48827,1.67558,0.71204,0.90344,0.0009968,0.0009968,0.0009968
154,90.3799,1.54817,0.73284,0.89015,0.94821,0.97619,0.97607,0.4865,1.68254,0.72131,0.90265,0.0009902,0.0009902,0.0009902
155,90.9402,1.51642,0.73781,0.91222,0.9604,0.95238,0.97674,0.48495,1.72261,0.74736,0.90705,0.0009836,0.0009836,0.0009836
156,91.4731,1.51227,0.76167,0.89821,0.92937,0.96032,0.97646,0.45805,1.79427,0.76605,0.91511,0.000977,0.000977,0.000977
157,92.0926,1.50304,0.69674,0.8923,0.93727,0.96032,0.97883,0.45493,1.82305,0.76293,0.91883,0.0009704,0.0009704,0.0009704
158,92.6876,1.49158,0.72698,0.89802,0.93727,0.96032,0.97883,0.45493,1.82305,0.76293,0.91883,0.0009638,0.0009638,0.0009638
159,93.2744,1.49548,0.73516,0.89805,0.93899,0.96032,0.98107,0.47115,1.79361,0.73965,0.91313,0.0009572,0.0009572,0.0009572
160,93.9027,1.46708,0.72291,0.88886,0.93178,0.96825,0.98313,0.48366,1.77929,0.7322,0.90919,0.0009506,0.0009506,0.0009506
161,94.4835,1.49293,0.68945,0.89865,0.94994,0.97619,0.9869,0.50456,1.74086,0.72418,0.90527,0.000944,0.000944,0.000944
162,95.0723,1.55235,0.72959,0.89576,0.93935,0.98338,0.98549,0.50898,1.71975,0.71731,0.90557,0.0009374,0.0009374,0.0009374
163,95.6278,1.47852,0.73212,0.89882,0.93935,0.98338,0.98549,0.50898,1.71975,0.71731,0.90557,0.0009308,0.0009308,0.0009308
164,96.2213,1.62897,0.74778,0.90076,0.96054,0.96585,0.98592,0.50171,1.71521,0.71121,0.9078,0.0009242,0.0009242,0.0009242
165,96.8008,1.49832,0.69313,0.9009,0.96847,0.97498,0.98798,0.49703,1.75399,0.72415,0.91415,0.0009176,0.0009176,0.0009176
166,97.3922,1.45929,0.70217,0.89235,0.95871,0.96032,0.97759,0.46054,1.86353,0.78387,0.92887,0.000911,0.000911,0.000911
167,98.0033,1.52911,0.72044,0.89611,0.95809,0.96825,0.98551,0.44217,1.90168,0.79616,0.93679,0.0009044,0.0009044,0.0009044
168,98.5581,1.63835,0.73005,0.89232,0.95809,0.96825,0.98551,0.44217,1.90168,0.79616,0.93679,0.0008978,0.0008978,0.0008978
169,99.1803,1.52746,0.7014,0.87642,0.96054,0.966,0.98164,0.47269,1.78142,0.76061,0.92083,0.0008912,0.0008912,0.0008912
170,99.7443,1.48922,0.72042,0.90775,0.96716,0.96032,0.98082,0.47536,1.72533,0.73666,0.91008,0.0008846,0.0008846,0.0008846
171,100.334,1.57467,0.74474,0.90278,0.94635,0.98005,0.98035,0.48276,1.75753,0.73196,0.91305,0.000878,0.000878,0.000878
172,100.929,1.53323,0.74826,0.90095,0.95283,0.96196,0.98279,0.48903,1.75465,0.73287,0.91463,0.0008714,0.0008714,0.0008714
173,101.471,1.45681,0.71295,0.89262,0.95283,0.96196,0.98279,0.48903,1.75465,0.73287,0.91463,0.0008648,0.0008648,0.0008648
174,102.031,1.50728,0.71297,0.90252,0.96135,0.98706,0.98708,0.48914,1.76826,0.73284,0.92006,0.0008582,0.0008582,0.0008582
175,102.611,1.47239,0.67892,0.90796,0.95381,0.98331,0.98467,0.4677,1.83428,0.75595,0.93003,0.0008516,0.0008516,0.0008516
176,103.183,1.46893,0.70045,0.89088,0.91296,0.96032,0.97035,0.44944,1.83768,0.78629,0.93523,0.000845,0.000845,0.000845
177,103.74,1.42435,0.66981,0.90217,0.91566,0.94784,0.94628,0.42353,1.89514,0.82792,0.9482,0.0008384,0.0008384,0.0008384
178,104.373,1.46997,0.6702,0.88262,0.91566,0.94784,0.94628,0.42353,1.89514,0.82792,0.9482,0.0008318,0.0008318,0.0008318
179,104.923,1.43653,0.69969,0.89319,0.90132,0.96032,0.94895,0.41612,1.91307,0.83287,0.94641,0.0008252,0.0008252,0.0008252
180,105.487,1.43806,0.70972,0.89515,0.96088,0.97469,0.97422,0.4333,1.8504,0.78997,0.92957,0.0008186,0.0008186,0.0008186
